bank_code,bank_name,branch_code,branch_name,full_name,county_code,county_name
25,Credit Bank PLC,25 011,Mombasa- Nyali Centre,"Credit Bank PLC, Mombasa- Nyali Centre",01,Mombasa
25,Credit Bank PLC,25 010,Rongai,"Credit Bank PLC, Rongai",47,Nairobi County
25,Credit Bank PLC,25 009,Eldoret,"Credit Bank PLC, Eldoret",27,Uasin Gishu
25,Credit Bank PLC,25 008,"Nakuru, Kenyatta Avenue","Credit Bank PLC, Nakuru, Kenyatta Avenue",32,Nakuru
25,Credit Bank PLC,25 006,Industrial Area,"Credit Bank PLC, Industrial Area",47,Nairobi County
25,Credit Bank PLC,25 005,Westlands,"Credit Bank PLC, Westlands",47,Nairobi County
25,Credit Bank PLC,25 004,Kisii,"Credit Bank PLC, Kisii",45,Kisii
25,Credit Bank PLC,25 003,Nakuru,"Credit Bank PLC, Nakuru",32,Nakuru
25,Credit Bank PLC,25 002,Kisumu,"Credit Bank PLC, Kisumu",42,Kisumu
25,Credit Bank PLC,25 001,Koinange Street,"Credit Bank PLC, Koinange Street",47,Nairobi County
25,Credit Bank PLC,25 000,Head Office,"Credit Bank PLC, Head Office",47,Nairobi County
25,Credit Bank PLC,25 017,Meru Branch,"Credit Bank PLC, Meru Branch",12,Meru
25,Credit Bank PLC,25 016,Ngong Road Branch,"Credit Bank PLC, Ngong Road Branch",34,Kajiado
25,Credit Bank PLC,25 019,One Africa,"Credit Bank PLC, One Africa",47,Nairobi County
25,Credit Bank PLC,25 500,Sumac Koinange,"Credit Bank PLC, Sumac Koinange",47,Nairobi County
25,Credit Bank PLC,25 014,Machakos,"Credit Bank PLC, Machakos",16,Machakos
26,Access Bank Kenya PLC,26 013,Sheikh Karume,"Access Bank Kenya PLC, Sheikh Karume",47,Nairobi County
26,Access Bank Kenya PLC,26 014,Kabarnet,"Access Bank Kenya PLC, Kabarnet",30,Baringo
26,Access Bank Kenya PLC,26 015,Kitale,"Access Bank Kenya PLC, Kitale",26,Trans-Nzoia
26,Access Bank Kenya PLC,26 016,Narok,"Access Bank Kenya PLC, Narok",33,Narok
26,Access Bank Kenya PLC,26 017,Bomet,"Access Bank Kenya PLC, Bomet",36,Bomet
26,Access Bank Kenya PLC,26 018,Iten,"Access Bank Kenya PLC, Iten",28,Elgeyo-Marakwet
26,Access Bank Kenya PLC,26 019,Lessos,"Access Bank Kenya PLC, Lessos",29,Nandi
26,Access Bank Kenya PLC,26 023,Kiptagich,"Access Bank Kenya PLC, Kiptagich",47,Nairobi County
26,Access Bank Kenya PLC,26 012,Epz,"Access Bank Kenya PLC, Epz",16,Machakos
26,Access Bank Kenya PLC,26 011,Nandi Hills,"Access Bank Kenya PLC, Nandi Hills",29,Nandi
26,Access Bank Kenya PLC,26 010,Kericho,"Access Bank Kenya PLC, Kericho",35,Kericho
26,Access Bank Kenya PLC,26 009,Olenguruone,"Access Bank Kenya PLC, Olenguruone",32,Nakuru
26,Access Bank Kenya PLC,26 008,Kabarak,"Access Bank Kenya PLC, Kabarak",32,Nakuru
26,Access Bank Kenya PLC,26 007,Kirinyaga Rd Nakuru,"Access Bank Kenya PLC, Kirinyaga Rd Nakuru",47,Nairobi County
26,Access Bank Kenya PLC,26 006,Jkia,"Access Bank Kenya PLC, Jkia",47,Nairobi County
26,Access Bank Kenya PLC,26 005,Mia,"Access Bank Kenya PLC, Mia",01,Mombasa
26,Access Bank Kenya PLC,26 004,Nakuru,"Access Bank Kenya PLC, Nakuru",32,Nakuru
26,Access Bank Kenya PLC,26 003,Eldoret,"Access Bank Kenya PLC, Eldoret",27,Uasin Gishu
26,Access Bank Kenya PLC,26 002,Mombasa,"Access Bank Kenya PLC, Mombasa",01,Mombasa
26,Access Bank Kenya PLC,26 001,Head Office,"Access Bank Kenya PLC, Head Office",47,Nairobi County
26,Access Bank Kenya PLC,26 028,Eldama Ravine,"Access Bank Kenya PLC, Eldama Ravine",30,Baringo
26,Access Bank Kenya PLC,26 027,Kaptumo,"Access Bank Kenya PLC, Kaptumo",47,Nairobi County
26,Access Bank Kenya PLC,26 026,Kapenguria,"Access Bank Kenya PLC, Kapenguria",24,West Pokot
26,Access Bank Kenya PLC,26 025,Kapcherop,"Access Bank Kenya PLC, Kapcherop",47,Nairobi County
26,Access Bank Kenya PLC,26 022,Burnt Forest,"Access Bank Kenya PLC, Burnt Forest",27,Uasin Gishu
26,Access Bank Kenya PLC,26 024,Marigat,"Access Bank Kenya PLC, Marigat",30,Baringo
26,Access Bank Kenya PLC,26 029,Eastleigh Branch,"Access Bank Kenya PLC, Eastleigh Branch",47,Nairobi County
26,Access Bank Kenya PLC,26 020,Flax,"Access Bank Kenya PLC, Flax",27,Uasin Gishu
26,Access Bank Kenya PLC,26 021,Westlands,"Access Bank Kenya PLC, Westlands",47,Nairobi County
31,Stanbic Bank Plc,31 036,Busia Branch,"Stanbic Bank Plc, Busia Branch",40,Busia
31,Stanbic Bank Plc,31 024,Kisii,"Stanbic Bank Plc, Kisii",45,Kisii
31,Stanbic Bank Plc,31 004,Waiyaki Way,"Stanbic Bank Plc, Waiyaki Way",47,Nairobi County
31,Stanbic Bank Plc,31 003,Digo road,"Stanbic Bank Plc, Digo road",01,Mombasa
31,Stanbic Bank Plc,31 020,Gikomba,"Stanbic Bank Plc, Gikomba",47,Nairobi County
31,Stanbic Bank Plc,31 019,Buruburu,"Stanbic Bank Plc, Buruburu",47,Nairobi County
31,Stanbic Bank Plc,31 034,Expressway Branch,"Stanbic Bank Plc, Expressway Branch",47,Nairobi County
31,Stanbic Bank Plc,31 033,Kericho Branch,"Stanbic Bank Plc, Kericho Branch",35,Kericho
31,Stanbic Bank Plc,31 032,Imaara Branch,"Stanbic Bank Plc, Imaara Branch",47,Nairobi County
31,Stanbic Bank Plc,31 999,Central Processing H/o,"Stanbic Bank Plc, Central Processing H/o",47,Nairobi County
31,Stanbic Bank Plc,31 029,Changamwe,"Stanbic Bank Plc, Changamwe",01,Mombasa
31,Stanbic Bank Plc,31 028,Malindi,"Stanbic Bank Plc, Malindi",03,Kilifi
31,Stanbic Bank Plc,31 027,Nyali,"Stanbic Bank Plc, Nyali",01,Mombasa
31,Stanbic Bank Plc,31 026,Private Clients,"Stanbic Bank Plc, Private Clients",47,Nairobi County
31,Stanbic Bank Plc,31 025,Warwick,"Stanbic Bank Plc, Warwick",47,Nairobi County
31,Stanbic Bank Plc,31 006,Harambee Avenue,"Stanbic Bank Plc, Harambee Avenue",47,Nairobi County
31,Stanbic Bank Plc,31 007,Chiromo Road,"Stanbic Bank Plc, Chiromo Road",47,Nairobi County
31,Stanbic Bank Plc,31 008,International House,"Stanbic Bank Plc, International House",47,Nairobi County
31,Stanbic Bank Plc,31 010,Upper Hill,"Stanbic Bank Plc, Upper Hill",47,Nairobi County
31,Stanbic Bank Plc,31 011,Naivasha,"Stanbic Bank Plc, Naivasha",32,Nakuru
31,Stanbic Bank Plc,31 012,Westgate,"Stanbic Bank Plc, Westgate",47,Nairobi County
31,Stanbic Bank Plc,31 013,Kisumu,"Stanbic Bank Plc, Kisumu",42,Kisumu
31,Stanbic Bank Plc,31 014,Nakuru,"Stanbic Bank Plc, Nakuru",32,Nakuru
31,Stanbic Bank Plc,31 015,Thika,"Stanbic Bank Plc, Thika",22,Kiambu
31,Stanbic Bank Plc,31 017,Nanyuki,"Stanbic Bank Plc, Nanyuki",31,Laikipia
31,Stanbic Bank Plc,31 024,Kisii Branch,"Stanbic Bank Plc, Kisii Branch",45,Kisii
31,Stanbic Bank Plc,31 030,The Hub,"Stanbic Bank Plc, The Hub",47,Nairobi County
31,Stanbic Bank Plc,31 031,Two Rivers,"Stanbic Bank Plc, Two Rivers",47,Nairobi County
31,Stanbic Bank Plc,31 000,CFC Stanbic Head Office,"Stanbic Bank Plc, CFC Stanbic Head Office",47,Nairobi County
31,Stanbic Bank Plc,31 002,Kenyatta Ave,"Stanbic Bank Plc, Kenyatta Ave",47,Nairobi County
31,Stanbic Bank Plc,31 021,Garden city,"Stanbic Bank Plc, Garden city",47,Nairobi County
31,Stanbic Bank Plc,31 022,Eldoret,"Stanbic Bank Plc, Eldoret",27,Uasin Gishu
31,Stanbic Bank Plc,31 023,Karen,"Stanbic Bank Plc, Karen",47,Nairobi County
31,Stanbic Bank Plc,31 018,Meru,"Stanbic Bank Plc, Meru",12,Meru
31,Stanbic Bank Plc,31 005,Industrial Area,"Stanbic Bank Plc, Industrial Area",47,Nairobi County
35,African Banking Corporation Limited,35 105,Central Operations 5,"African Banking Corporation Limited, Central Operations 5",47,Nairobi County
35,African Banking Corporation Limited,35 104,Central Operations 4,"African Banking Corporation Limited, Central Operations 4",47,Nairobi County
35,African Banking Corporation Limited,35 103,Central Operations 3,"African Banking Corporation Limited, Central Operations 3",47,Nairobi County
35,African Banking Corporation Limited,35 102,Central Operations 2,"African Banking Corporation Limited, Central Operations 2",47,Nairobi County
35,African Banking Corporation Limited,35 101,Central Operations 1,"African Banking Corporation Limited, Central Operations 1",47,Nairobi County
35,African Banking Corporation Limited,35 008,Nakuru,"African Banking Corporation Limited, Nakuru",32,Nakuru
35,African Banking Corporation Limited,35 007,Libra House,"African Banking Corporation Limited, Libra House",47,Nairobi County
35,African Banking Corporation Limited,35 006,Meru Branch,"African Banking Corporation Limited, Meru Branch",12,Meru
35,African Banking Corporation Limited,35 005,Eldoret Branch,"African Banking Corporation Limited, Eldoret Branch",27,Uasin Gishu
35,African Banking Corporation Limited,35 004,Kisumu Branch,"African Banking Corporation Limited, Kisumu Branch",42,Kisumu
35,African Banking Corporation Limited,35 003,Nkrumah Road Branch/mombasa,"African Banking Corporation Limited, Nkrumah Road Branch/mombasa",01,Mombasa
35,African Banking Corporation Limited,35 002,Industrial Area Branch,"African Banking Corporation Limited, Industrial Area Branch",47,Nairobi County
35,African Banking Corporation Limited,35 001,Westlands,"African Banking Corporation Limited, Westlands",47,Nairobi County
35,African Banking Corporation Limited,35 000,Head Office/koinange St.,"African Banking Corporation Limited, Head Office/koinange St.",47,Nairobi County
35,African Banking Corporation Limited,35 011,Green House Mall(GHM),"African Banking Corporation Limited, Green House Mall(GHM)",47,Nairobi County
35,African Banking Corporation Limited,35 010,Thika Road Mall,"African Banking Corporation Limited, Thika Road Mall",47,Nairobi County
43,ECO Bank Kenya LTD,43 030,Fortis Office Park,"ECO Bank Kenya LTD, Fortis Office Park",47,Nairobi County
43,ECO Bank Kenya LTD,43 016,Jomo Kenyatta Avenue,"ECO Bank Kenya LTD, Jomo Kenyatta Avenue",47,Nairobi County
43,ECO Bank Kenya LTD,43 015,Nakuru,"ECO Bank Kenya LTD, Nakuru",32,Nakuru
43,ECO Bank Kenya LTD,43 014,United Mall,"ECO Bank Kenya LTD, United Mall",47,Nairobi County
43,ECO Bank Kenya LTD,43 013,Westlands,"ECO Bank Kenya LTD, Westlands",47,Nairobi County
43,ECO Bank Kenya LTD,43 012,Karatina,"ECO Bank Kenya LTD, Karatina",19,Nyeri
43,ECO Bank Kenya LTD,43 011,Industrial Area,"ECO Bank Kenya LTD, Industrial Area",47,Nairobi County
43,ECO Bank Kenya LTD,43 010,Kitale,"ECO Bank Kenya LTD, Kitale",47,Nairobi County
43,ECO Bank Kenya LTD,43 009,Kisii,"ECO Bank Kenya LTD, Kisii",45,Kisii
43,ECO Bank Kenya LTD,43 008,Kisumu,"ECO Bank Kenya LTD, Kisumu",42,Kisumu
43,ECO Bank Kenya LTD,43 007,Eldoret,"ECO Bank Kenya LTD, Eldoret",27,Uasin Gishu
43,ECO Bank Kenya LTD,43 100,Head Office,"ECO Bank Kenya LTD, Head Office",47,Nairobi County
43,ECO Bank Kenya LTD,43 029,Thika Mall,"ECO Bank Kenya LTD, Thika Mall",47,Nairobi County
43,ECO Bank Kenya LTD,43 028,Kitengela,"ECO Bank Kenya LTD, Kitengela",47,Nairobi County
43,ECO Bank Kenya LTD,43 027,Embakasi,"ECO Bank Kenya LTD, Embakasi",47,Nairobi County
43,ECO Bank Kenya LTD,43 017,Nyeri,"ECO Bank Kenya LTD, Nyeri",19,Nyeri
43,ECO Bank Kenya LTD,43 000,"Fedha Branch , Head Office","ECO Bank Kenya LTD, Fedha Branch , Head Office",47,Nairobi County
43,ECO Bank Kenya LTD,43 001,Moi Avenue Nairobi,"ECO Bank Kenya LTD, Moi Avenue Nairobi",47,Nairobi County
43,ECO Bank Kenya LTD,43 002,Akiba Hse Mombasa,"ECO Bank Kenya LTD, Akiba Hse Mombasa",01,Mombasa
43,ECO Bank Kenya LTD,43 003,Plaza 2000,"ECO Bank Kenya LTD, Plaza 2000",47,Nairobi County
43,ECO Bank Kenya LTD,43 004,Westminister,"ECO Bank Kenya LTD, Westminister",47,Nairobi County
43,ECO Bank Kenya LTD,43 005,Chambers,"ECO Bank Kenya LTD, Chambers",47,Nairobi County
43,ECO Bank Kenya LTD,43 006,Thika,"ECO Bank Kenya LTD, Thika",22,Kiambu
43,ECO Bank Kenya LTD,43 018,Busia,"ECO Bank Kenya LTD, Busia",47,Nairobi County
43,ECO Bank Kenya LTD,43 019,Malindi,"ECO Bank Kenya LTD, Malindi",47,Nairobi County
43,ECO Bank Kenya LTD,43 020,Meru,"ECO Bank Kenya LTD, Meru",47,Nairobi County
43,ECO Bank Kenya LTD,43 021,Gikomba,"ECO Bank Kenya LTD, Gikomba",47,Nairobi County
43,ECO Bank Kenya LTD,43 022,UpperHill,"ECO Bank Kenya LTD, UpperHill",47,Nairobi County
43,ECO Bank Kenya LTD,43 023,Valley Arcade,"ECO Bank Kenya LTD, Valley Arcade",47,Nairobi County
43,ECO Bank Kenya LTD,43 024,Karen,"ECO Bank Kenya LTD, Karen",47,Nairobi County
43,ECO Bank Kenya LTD,43 025,Nyali Mombasa,"ECO Bank Kenya LTD, Nyali Mombasa",47,Nairobi County
43,ECO Bank Kenya LTD,43 026,Ongata Rongai,"ECO Bank Kenya LTD, Ongata Rongai",47,Nairobi County
49,Spire Bank,49 008,Kakamega,"Spire Bank, Kakamega",37,Kakamega
49,Spire Bank,49 017,Machakos,"Spire Bank, Machakos",16,Machakos
49,Spire Bank,49 005,Chester,"Spire Bank, Chester",47,Nairobi County
49,Spire Bank,49 004,Mombasa Road,"Spire Bank, Mombasa Road",47,Nairobi County
49,Spire Bank,49 002,Mombasa,"Spire Bank, Mombasa",01,Mombasa
49,Spire Bank,49 001,Nyerere,"Spire Bank, Nyerere",47,Nairobi County
49,Spire Bank,49 000,Nairobi,"Spire Bank, Nairobi",47,Nairobi County
49,Spire Bank,49 016,Ongata Rongai,"Spire Bank, Ongata Rongai",47,Nairobi County
49,Spire Bank,49 015,Nakuru,"Spire Bank, Nakuru",32,Nakuru
49,Spire Bank,49 013,Industrial Area,"Spire Bank, Industrial Area",47,Nairobi County
49,Spire Bank,49 012,Kisumu,"Spire Bank, Kisumu",42,Kisumu
49,Spire Bank,49 011,Nyali,"Spire Bank, Nyali",47,Nairobi County
49,Spire Bank,49 010,Senator Cards,"Spire Bank, Senator Cards",47,Nairobi County
49,Spire Bank,49 009,Eldoret,"Spire Bank, Eldoret",27,Uasin Gishu
49,Spire Bank,49 007,Waiyaki Way,"Spire Bank, Waiyaki Way",47,Nairobi County
50,Paramount Bank Limited,50 001,Westlands,"Paramount Bank Limited, Westlands",47,Nairobi County
50,Paramount Bank Limited,50 002,Parklands,"Paramount Bank Limited, Parklands",47,Nairobi County
50,Paramount Bank Limited,50 003,Koinange Street,"Paramount Bank Limited, Koinange Street",47,Nairobi County
50,Paramount Bank Limited,50 004,Mombasa,"Paramount Bank Limited, Mombasa",47,Nairobi County
50,Paramount Bank Limited,50 006,Eldoret,"Paramount Bank Limited, Eldoret",27,Uasin Gishu
50,Paramount Bank Limited,50 007,Industrial Area,"Paramount Bank Limited, Industrial Area",27,Uasin Gishu
50,Paramount Bank Limited,50 008,Kisumu,"Paramount Bank Limited, Kisumu",42,Kisumu
50,Paramount Bank Limited,50 000,Head Office,"Paramount Bank Limited, Head Office",47,Nairobi County
51,Kingdom Bank Limited,51 401,Eldoret,"Kingdom Bank Limited, Eldoret",27,Uasin Gishu
51,Kingdom Bank Limited,51 206,Meru Branch,"Kingdom Bank Limited, Meru Branch",12,Meru
51,Kingdom Bank Limited,51 209,Machakos,"Kingdom Bank Limited, Machakos",16,Machakos
51,Kingdom Bank Limited,51 113,Gikomba Branch,"Kingdom Bank Limited, Gikomba Branch",47,Nairobi County
51,Kingdom Bank Limited,51 702,Kitale Branch,"Kingdom Bank Limited, Kitale Branch",26,Trans-Nzoia
51,Kingdom Bank Limited,51 409,Kisii,"Kingdom Bank Limited, Kisii",45,Kisii
51,Kingdom Bank Limited,51 502,Ongata Rongai,"Kingdom Bank Limited, Ongata Rongai",34,Kajiado
51,Kingdom Bank Limited,51 503,Kitengela,"Kingdom Bank Limited, Kitengela",34,Kajiado
51,Kingdom Bank Limited,51 507,Nakuru,"Kingdom Bank Limited, Nakuru",32,Nakuru
51,Kingdom Bank Limited,51 603,Mombasa,"Kingdom Bank Limited, Mombasa",01,Mombasa
51,Kingdom Bank Limited,51 000,Head Office,"Kingdom Bank Limited, Head Office",47,Nairobi County
51,Kingdom Bank Limited,51 001,Koinange Street,"Kingdom Bank Limited, Koinange Street",47,Nairobi County
51,Kingdom Bank Limited,51 100,Kiongozi,"Kingdom Bank Limited, Kiongozi",47,Nairobi County
51,Kingdom Bank Limited,51 101,Kayole,"Kingdom Bank Limited, Kayole",47,Nairobi County
51,Kingdom Bank Limited,51 102,Eastleigh,"Kingdom Bank Limited, Eastleigh",47,Nairobi County
51,Kingdom Bank Limited,51 105,Kawangware,"Kingdom Bank Limited, Kawangware",47,Nairobi County
51,Kingdom Bank Limited,51 106,Kibera,"Kingdom Bank Limited, Kibera",47,Nairobi County
51,Kingdom Bank Limited,51 107,Kariobangi,"Kingdom Bank Limited, Kariobangi",47,Nairobi County
51,Kingdom Bank Limited,51 114,Funzi Road,"Kingdom Bank Limited, Funzi Road",47,Nairobi County
51,Kingdom Bank Limited,51 115,Ngong Road,"Kingdom Bank Limited, Ngong Road",47,Nairobi County
51,Kingdom Bank Limited,51 116,Kirinyaga Road,"Kingdom Bank Limited, Kirinyaga Road",47,Nairobi County
51,Kingdom Bank Limited,51 209,Machakos,"Kingdom Bank Limited, Machakos",16,Machakos
51,Kingdom Bank Limited,51 210,Mtwapa,"Kingdom Bank Limited, Mtwapa",03,Kilifi
51,Kingdom Bank Limited,51 213,Kiritiri,"Kingdom Bank Limited, Kiritiri",14,Embu
51,Kingdom Bank Limited,51 301,Thika,"Kingdom Bank Limited, Thika",22,Kiambu
51,Kingdom Bank Limited,51 303,Muranga,"Kingdom Bank Limited, Muranga",21,Murang'a
51,Kingdom Bank Limited,51 305,Wangige,"Kingdom Bank Limited, Wangige",22,Kiambu
51,Kingdom Bank Limited,51 306,Kikuyu,"Kingdom Bank Limited, Kikuyu",22,Kiambu
51,Kingdom Bank Limited,51 307,Banana,"Kingdom Bank Limited, Banana",22,Kiambu
51,Kingdom Bank Limited,51 308,Kiambu,"Kingdom Bank Limited, Kiambu",22,Kiambu
51,Kingdom Bank Limited,51 310,Utawala,"Kingdom Bank Limited, Utawala",47,Nairobi County
51,Kingdom Bank Limited,51 316,Nyeri,"Kingdom Bank Limited, Nyeri",19,Nyeri
51,Kingdom Bank Limited,51 402,Kisumu,"Kingdom Bank Limited, Kisumu",42,Kisumu
51,Kingdom Bank Limited,51 318,SACCO Clearing Centre,"Kingdom Bank Limited, SACCO Clearing Centre",46,Nyamira
51,Kingdom Bank Limited,51 111,Central Clearing Center,"Kingdom Bank Limited, Central Clearing Center",47,Nairobi County
53,Guaranty Trust Bank ( Kenya) Ltd,53 004,Lavington,"Guaranty Trust Bank ( Kenya) Ltd, Lavington",47,Nairobi County
53,Guaranty Trust Bank ( Kenya) Ltd,53 005,"Nkrumah Road , Mombasa","Guaranty Trust Bank ( Kenya) Ltd, Nkrumah Road , Mombasa",01,Mombasa
53,Guaranty Trust Bank ( Kenya) Ltd,53 006,Nakuru,"Guaranty Trust Bank ( Kenya) Ltd, Nakuru",32,Nakuru
53,Guaranty Trust Bank ( Kenya) Ltd,53 007,Eldoret,"Guaranty Trust Bank ( Kenya) Ltd, Eldoret",27,Uasin Gishu
53,Guaranty Trust Bank ( Kenya) Ltd,53 000,Head Office,"Guaranty Trust Bank ( Kenya) Ltd, Head Office",47,Nairobi County
53,Guaranty Trust Bank ( Kenya) Ltd,53 001,Kimathi Street,"Guaranty Trust Bank ( Kenya) Ltd, Kimathi Street",47,Nairobi County
53,Guaranty Trust Bank ( Kenya) Ltd,53 002,Ind Area,"Guaranty Trust Bank ( Kenya) Ltd, Ind Area",47,Nairobi County
53,Guaranty Trust Bank ( Kenya) Ltd,53 003,Westlands,"Guaranty Trust Bank ( Kenya) Ltd, Westlands",47,Nairobi County
53,Guaranty Trust Bank ( Kenya) Ltd,53 008,Muthaiga,"Guaranty Trust Bank ( Kenya) Ltd, Muthaiga",47,Nairobi County
53,Guaranty Trust Bank ( Kenya) Ltd,53 009,Nanyuki,"Guaranty Trust Bank ( Kenya) Ltd, Nanyuki",31,Laikipia
53,Guaranty Trust Bank ( Kenya) Ltd,53 010,Thika,"Guaranty Trust Bank ( Kenya) Ltd, Thika",22,Kiambu
53,Guaranty Trust Bank ( Kenya) Ltd,53 011,Gikomba,"Guaranty Trust Bank ( Kenya) Ltd, Gikomba",47,Nairobi County
53,Guaranty Trust Bank ( Kenya) Ltd,53 012,Ngong Road,"Guaranty Trust Bank ( Kenya) Ltd, Ngong Road",47,Nairobi County
53,Guaranty Trust Bank ( Kenya) Ltd,53 013,Meru,"Guaranty Trust Bank ( Kenya) Ltd, Meru",12,Meru
53,Guaranty Trust Bank ( Kenya) Ltd,53 014,Nyali,"Guaranty Trust Bank ( Kenya) Ltd, Nyali",01,Mombasa
53,Guaranty Trust Bank ( Kenya) Ltd,53 015,Sky Park,"Guaranty Trust Bank ( Kenya) Ltd, Sky Park",47,Nairobi County
53,Guaranty Trust Bank ( Kenya) Ltd,53 016,Karen,"Guaranty Trust Bank ( Kenya) Ltd, Karen",47,Nairobi County
54,Victoria Commercial Bank,54 006,"NYALI Branch, Mombasa","Victoria Commercial Bank, NYALI Branch, Mombasa",47,Nairobi County
54,Victoria Commercial Bank,54 005,Two Rivers,"Victoria Commercial Bank, Two Rivers",47,Nairobi County
54,Victoria Commercial Bank,54 004,Ruaraka Branch,"Victoria Commercial Bank, Ruaraka Branch",47,Nairobi County
54,Victoria Commercial Bank,54 001,"Victoria Towers, Upperhill","Victoria Commercial Bank, Victoria Towers, Upperhill",47,Nairobi County
54,Victoria Commercial Bank,54 002,Riverside Drive,"Victoria Commercial Bank, Riverside Drive",47,Nairobi County
54,Victoria Commercial Bank,54 003,Lunga Lunga Square,"Victoria Commercial Bank, Lunga Lunga Square",47,Nairobi County
55,Guardian Bank Limited,55 010,Nakuru,"Guardian Bank Limited, Nakuru",32,Nakuru
55,Guardian Bank Limited,55 011,Langata,"Guardian Bank Limited, Langata",47,Nairobi County
55,Guardian Bank Limited,55 001,Head Office,"Guardian Bank Limited, Head Office",47,Nairobi County
55,Guardian Bank Limited,55 002,Westlands,"Guardian Bank Limited, Westlands",47,Nairobi County
55,Guardian Bank Limited,55 003,Mombasa,"Guardian Bank Limited, Mombasa",01,Mombasa
55,Guardian Bank Limited,55 004,Eldoret,"Guardian Bank Limited, Eldoret",27,Uasin Gishu
55,Guardian Bank Limited,55 005,Kisumu,"Guardian Bank Limited, Kisumu",42,Kisumu
55,Guardian Bank Limited,55 006,Moi Ave,"Guardian Bank Limited, Moi Ave",47,Nairobi County
55,Guardian Bank Limited,55 007,Mombasa Road,"Guardian Bank Limited, Mombasa Road",47,Nairobi County
55,Guardian Bank Limited,55 008,Nyali,"Guardian Bank Limited, Nyali",01,Mombasa
55,Guardian Bank Limited,55 009,Ngong Road,"Guardian Bank Limited, Ngong Road",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 036,Spring Valley,"I&M BANK (KENYA) LTD, Spring Valley",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 037,Meru,"I&M BANK (KENYA) LTD, Meru",12,Meru
57,I&M BANK (KENYA) LTD,57 000,Kenyatta Avenue,"I&M BANK (KENYA) LTD, Kenyatta Avenue",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 001,2nd Ngong Avenue,"I&M BANK (KENYA) LTD, 2nd Ngong Avenue",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 002,Sarit Centre,"I&M BANK (KENYA) LTD, Sarit Centre",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 003,Head Office,"I&M BANK (KENYA) LTD, Head Office",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 019,Riverside Drive Branch,"I&M BANK (KENYA) LTD, Riverside Drive Branch",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 020,Kisii,"I&M BANK (KENYA) LTD, Kisii",45,Kisii
57,I&M BANK (KENYA) LTD,57 021,Changamwe,"I&M BANK (KENYA) LTD, Changamwe",01,Mombasa
57,I&M BANK (KENYA) LTD,57 022,Malindi,"I&M BANK (KENYA) LTD, Malindi",03,Kilifi
57,I&M BANK (KENYA) LTD,57 023,Nyeri,"I&M BANK (KENYA) LTD, Nyeri",19,Nyeri
57,I&M BANK (KENYA) LTD,57 024,Thika,"I&M BANK (KENYA) LTD, Thika",22,Kiambu
57,I&M BANK (KENYA) LTD,57 025,Gigiri,"I&M BANK (KENYA) LTD, Gigiri",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 026,Mtwapa,"I&M BANK (KENYA) LTD, Mtwapa",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 027,Lavington Mall,"I&M BANK (KENYA) LTD, Lavington Mall",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 028,Kitale,"I&M BANK (KENYA) LTD, Kitale",26,Trans-Nzoia
57,I&M BANK (KENYA) LTD,57 029,Lunga Lunga,"I&M BANK (KENYA) LTD, Lunga Lunga",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 030,Yaya Centre,"I&M BANK (KENYA) LTD, Yaya Centre",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 031,"Gateway Mall, Syokimau","I&M BANK (KENYA) LTD, Gateway Mall, Syokimau",16,Machakos
57,I&M BANK (KENYA) LTD,57 032,Ruaraka,"I&M BANK (KENYA) LTD, Ruaraka",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 098,Card Center,"I&M BANK (KENYA) LTD, Card Center",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 004,Biashara St,"I&M BANK (KENYA) LTD, Biashara St",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 005,"Nyerere Avenue, Mombasa","I&M BANK (KENYA) LTD, Nyerere Avenue, Mombasa",01,Mombasa
57,I&M BANK (KENYA) LTD,57 006,Industrial Area,"I&M BANK (KENYA) LTD, Industrial Area",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 007,Kisumu,"I&M BANK (KENYA) LTD, Kisumu",42,Kisumu
57,I&M BANK (KENYA) LTD,57 008,Karen,"I&M BANK (KENYA) LTD, Karen",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 009,Panari Centre,"I&M BANK (KENYA) LTD, Panari Centre",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 010,Parklands,"I&M BANK (KENYA) LTD, Parklands",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 011,Wilson Airport,"I&M BANK (KENYA) LTD, Wilson Airport",47,Nairobi County
57,I&M BANK (KENYA) LTD,57 012,Ongata Rongai,"I&M BANK (KENYA) LTD, Ongata Rongai",34,Kajiado
57,I&M BANK (KENYA) LTD,57 013,South C Shopping Centre,"I&M BANK (KENYA) LTD, South C Shopping Centre",47,Nairobi County
